Level,5
GO Time,10.31504

721 , 406.1567
721 , 411.7983
721 , 417.4399
721 , 423.0816
721 , 428.8799
721 , 434.5215
721 , 440.1631
721 , 445.8048
721 , 451.4464
721 , 457.2447
721 , 462.8864
721 , 468.528
721 , 474.1696
721 , 479.9679
721 , 485.6096
721 , 490.781
720.9674 , 490.9343
719.8596 , 496.1461
719.8596 , 499.5938
719.8596 , 505.2354
719.8596 , 511.0337
719.8596 , 516.6754
719.8596 , 522.317
719.8596 , 527.9586
719.8596 , 533.7569
719.8596 , 539.0851
719.2362 , 539.0196
713.6255 , 538.4299
708.0148 , 537.8401
703.4951 , 537.3651
698.9753 , 537.8401
693.3646 , 538.4299
687.7538 , 539.0196
681.9872 , 539.6257
676.3766 , 540.2153
674.9466 , 541.3733
673.2032 , 546.7388
672.041 , 550.3159
672.041 , 555.8007
672.041 , 561.4424
672.041 , 567.084
672.041 , 572.7256
672.041 , 576.6434
668.241 , 578.8373
664.4409 , 581.0313
660.3887 , 581.4572
654.778 , 582.0469
649.0114 , 582.653
644.6476 , 583.1116
640.5757 , 580.7608
637.4458 , 580.5967
634.7853 , 580.4573
634.6295 , 580.4737
629.0188 , 581.0634
623.4081 , 581.6531
617.7974 , 582.2428
612.0308 , 582.8489
606.42 , 583.4385
600.8093 , 584.0283
595.1986 , 584.618
592.0815 , 584.9456
589.0418 , 580.7618
587.7949 , 577.9611
586.5893 , 572.2894
585.4164 , 566.7711
584.2434 , 561.2527
583.0704 , 555.7344
581.8975 , 550.2161
581.1155 , 546.5372
577.3455 , 544.6163
575.5303 , 543.6913
575.2186 , 543.6586
573.1924 , 543.4457
573.0377 , 543.4702
567.4655 , 544.3527
Stage sum of Path,175.7377
Toatal Time,57
 
 
566.5368 , 544.4998
GO Time,70.8617

566.8295 , 544.3875
572.0966 , 542.3657
577.3633 , 540.3439
579.9077 , 539.6279
585.5184 , 539.0382
591.285 , 538.4321
596.8957 , 537.8424
602.5064 , 537.2527
608.1172 , 536.663
613.7278 , 536.0733
619.4944 , 535.4672
623.2222 , 535.1542
626.515 , 536.6203
627.2504 , 541.2637
628.1575 , 546.9907
629.04 , 552.5629
629.9225 , 558.135
630.8051 , 563.7072
631.6876 , 569.2794
632.5947 , 575.0064
633.2811 , 579.3402
636.6461 , 580.6319
638.7791 , 580.6114
644.506 , 579.7043
647.6876 , 580.0648
648.7309 , 580.4038
648.8823 , 580.4444
654.3317 , 581.9045
659.781 , 583.3647
665.3818 , 584.8655
670.8312 , 586.3257
674.3229 , 587.0634
679.8951 , 586.1808
685.6221 , 585.2738
691.1942 , 584.3912
696.7664 , 583.5087
702.3386 , 582.6262
707.9107 , 581.7437
713.6376 , 580.8366
715.4496 , 579.352
717.7443 , 574.1981
718.3217 , 570.692
718.617 , 565.0582
718.9205 , 559.2678
719.2158 , 553.6339
719.511 , 548
719.8063 , 542.3661
721.2748 , 539.9444
723.4301 , 538.3785
727.2996 , 538.9913
732.8718 , 539.8739
738.444 , 540.7564
744.1709 , 541.6635
749.7431 , 542.546
753.6082 , 542.9876
759.1265 , 541.8146
764.7982 , 540.6091
767.7106 , 539.9901
767.8665 , 539.9736
773.4772 , 539.384
779.0879 , 538.7943
784.8544 , 538.1882
790.4651 , 537.5984
796.0759 , 537.0088
797.7903 , 536.8286
799.4973 , 539.4572
802.57 , 544.1886
805.1306 , 548.1315
806.6341 , 551.1232
806.3388 , 556.7571
806.0353 , 562.5474
806.7572 , 565.4286
808.2173 , 570.878
809.6776 , 576.3274
811.0161 , 581.3226
814.1459 , 582.3396
818.3191 , 583.6955
823.014 , 583.4495
828.6479 , 583.1542
834.2818 , 582.8588
840.0721 , 582.5554
845.7061 , 582.2601
849.462 , 582.0632
850.3821 , 579.2314
850.7695 , 578.0391
850.7133 , 577.8928
849.0285 , 573.5037
848.619 , 569.6074
848.3569 , 567.1137
850.3489 , 563.204
852.9102 , 558.1773
855.4714 , 553.1506
858.0327 , 548.1238
860.5347 , 545.2844
862.769 , 543.8334
862.9004 , 543.748
868.2483 , 545.3576
Stage sum of Path,221.9231
retry Number,0
Toatal Time,133
